C0000100,C0000200,C0005700,m_age_ya,m_HGC
343603,3436,1990,30,6
343604,3436,1998,38,6
343801,3438,1985,20,8
343802,3438,1989,25,8
343803,3438,1994,30,8
344201,3442,1996,34,18
344202,3442,1997,35,18
344401,3444,1978,18,12
344402,3444,1980,20,12
344501,3445,1978,18,12
344601,3446,1976,19,12
344602,3446,1983,26,12
344603,3446,1994,37,12
344701,3447,1976,16,12
344702,3447,1977,18,12
344703,3447,1981,22,12
344704,3447,1988,29,12
344705,3447,1991,32,12
344801,3448,1980,19,9
344802,3448,1982,22,9
344803,3448,1987,26,9
344804,3448,1990,29,9
344805,3448,1992,31,9
344806,3448,1999,38,9
345101,3451,1984,20,18
345102,3451,1994,30,18
345103,3451,1996,32,18
345201,3452,1990,26,12
345202,3452,1995,31,12
345401,3454,1983,25,14
345402,3454,1984,26,14
345403,3454,1986,27,14
345601,3456,1990,29,12
345602,3456,1991,30,12
345701,3457,1989,26,14
345702,3457,1990,27,14
345801,3458,1990,27,14
345802,3458,1993,30,14
345803,3458,1993,30,14
345901,3459,1993,30,18
345902,3459,1997,33,18
346501,3465,1987,23,14
346502,3465,1988,24,14
346503,3465,1991,27,14
346701,3467,1988,31,12
346702,3467,1992,34,12
346703,3467,1994,37,12
346901,3469,1996,31,18
346902,3469,1997,32,18
347501,3475,1984,22,12
347502,3475,1985,24,12
347503,3475,2006,45,12
347601,3476,1981,17,95
347602,3476,1990,27,95
347603,3476,1991,28,95
347604,3476,1998,34,95
348001,3480,1989,30,12
348101,3481,1979,22,14
348102,3481,1984,26,14
348103,3481,1988,30,14
348501,3485,1992,29,18
348502,3485,1997,35,18
348601,3486,1982,24,16
348602,3486,1987,29,16
348603,3486,1991,33,16
348604,3486,1994,36,16
348701,3487,1979,19,12
348702,3487,1982,22,12
348703,3487,1992,32,12
349101,3491,1986,24,12
349102,3491,1991,28,12
349103,3491,1996,33,12
349801,3498,1985,25,14
349802,3498,1990,31,14
350001,3500,1983,24,17
350002,3500,1993,34,17
350003,3500,1996,37,17
350101,3501,1985,28,12
350201,3502,1989,31,12
350202,3502,1995,37,12
350401,3504,1977,19,12
350501,3505,1995,36,14
350601,3506,1990,29,17
350602,3506,1993,32,17
350603,3506,1993,32,17
351101,3511,1987,24,12
351102,3511,1989,26,12
351201,3512,2002,38,12
351401,3514,1988,25,12
351402,3514,1995,32,12
351403,3514,1997,35,12
351801,3518,1982,24,12
351802,3518,1984,27,12
351901,3519,1992,33,12
351902,3519,1994,35,12
351903,3519,1996,37,12
352201,3522,1996,32,12
352202,3522,1999,35,12
352301,3523,1989,26,12
352302,3523,1992,28,12
352401,3524,1987,26,15
352402,3524,1991,29,15
352701,3527,1984,24,12
352702,3527,1988,27,12
352703,3527,1988,27,12
353101,3531,1986,28,13
353102,3531,1990,31,13
353201,3532,1983,23,12
353202,3532,1987,28,12
353203,3532,1992,32,12
353204,3532,1993,33,12
353601,3536,1995,33,17
353602,3536,1997,35,17
353701,3537,1986,28,12
353702,3537,1990,32,12
354201,3542,1974,16,11
354202,3542,1976,18,11
354203,3542,1977,19,11
354301,3543,1984,20,13
354302,3543,1985,21,13
354303,3543,1989,25,13
354401,3544,1983,20,13
354402,3544,1985,22,13
354403,3544,1986,23,13
354404,3544,1987,24,13
354405,3544,1988,25,13
354406,3544,1988,25,13
354407,3544,1990,27,13
354408,3544,1990,27,13
354501,3545,1985,22,14
354502,3545,1987,23,14
354503,3545,1990,26,14
354601,3546,1988,23,17
354602,3546,1994,30,17
354701,3547,1986,26,15
354801,3548,1984,21,14
354802,3548,1988,25,14
354803,3548,1993,31,14
354901,3549,1987,25,12
354902,3549,1990,27,12
355101,3551,1992,30,16
355102,3551,1994,32,16
355201,3552,1993,29,16
355202,3552,1996,32,16
355401,3554,1980,16,10
355501,3555,1989,30,12
355502,3555,1990,31,12
355601,3556,1981,21,12
355602,3556,1984,24,12
355603,3556,1992,32,12
355701,3557,1989,27,12
355702,3557,1990,29,12
355703,3557,1991,30,12
355801,3558,1987,24,17
355802,3558,1990,27,17
356001,3560,1980,16,12
356002,3560,1998,35,12
356401,3564,1988,27,12
356402,3564,1992,31,12
356501,3565,1983,26,12
356502,3565,1985,28,12
356503,3565,1988,31,12
356601,3566,1981,23,12
356602,3566,1985,26,12
356603,3566,1987,29,12
356801,3568,1987,24,12
356802,3568,1989,26,12
356803,3568,1993,30,12
357201,3572,1982,18,10
357202,3572,1985,20,10
357203,3572,1992,27,10
357301,3573,1985,23,14
357302,3573,1988,25,14
357601,3576,1982,22,13
357602,3576,1987,27,13
358401,3584,1982,22,12
358402,3584,1988,28,12
358601,3586,1989,26,14
358602,3586,1991,28,14
359401,3594,1981,22,12
359402,3594,1986,27,12
359403,3594,1993,34,12
359701,3597,1980,21,14
359702,3597,1984,25,14
359703,3597,1985,26,14
359704,3597,1987,28,14
359705,3597,2002,43,14
360101,3601,1986,22,16
360102,3601,1989,25,16
360103,3601,1991,27,16
360301,3603,1985,26,12
360302,3603,1988,28,12
360303,3603,1989,29,12
360501,3605,1988,30,12
360502,3605,1988,30,12
360601,3606,1980,20,13
360602,3606,1982,21,13
360603,3606,1984,23,13
360901,3609,1989,29,14
360902,3609,1994,34,14
360903,3609,1997,37,14
361001,3610,1984,26,15
361101,3611,1983,23,12
361102,3611,1985,25,12
361103,3611,1992,32,12
361301,3613,1987,30,13
361401,3614,1982,23,20
361402,3614,1987,28,20
362401,3624,1991,28,16
362402,3624,1992,30,16
362601,3626,1986,27,17
362602,3626,1989,31,17
363101,3631,1985,22,12
363301,3633,1985,22,12
363302,3633,1988,24,12
363303,3633,1998,34,12
363501,3635,1979,17,13
363502,3635,1981,19,13
363701,3637,1975,17,12
363702,3637,1976,17,12
363703,3637,1980,22,12
364101,3641,1981,21,18
364102,3641,1990,30,18
364103,3641,1998,38,18
364701,3647,1978,15,12
364702,3647,1980,16,12
364703,3647,1981,18,12
364801,3648,1981,20,12
364802,3648,1982,21,12
364803,3648,1984,23,12
364804,3648,1985,24,12
364805,3648,1987,26,12
364901,3649,1982,19,12
364902,3649,1983,20,12
364903,3649,1988,25,12
365001,3650,1983,21,12
365002,3650,1985,23,12
365003,3650,1988,27,12
365101,3651,1982,22,16
365201,3652,1980,18,10
365202,3652,1984,22,10
365401,3654,1985,20,12
365402,3654,1985,20,12
365403,3654,1989,25,12
365404,3654,1992,27,12
365405,3654,1994,29,12
365406,3654,1996,32,12
365407,3654,1998,33,12
365408,3654,1999,35,12
365409,3654,2001,37,12
365410,3654,2003,39,12
365501,3655,1980,18,12
365502,3655,1985,23,12
365901,3659,1979,18,12
365902,3659,1981,19,12
365903,3659,1982,21,12
366101,3661,1993,31,14
366201,3662,1985,27,12
366202,3662,1990,33,12
366301,3663,1991,30,18
366302,3663,1994,32,18
366701,3667,1987,25,14
366901,3669,1988,25,16
366902,3669,1990,28,16
366903,3669,1994,31,16
367401,3674,1986,25,16
367402,3674,1988,27,16
367701,3677,1995,32,19
367702,3677,1999,36,19
367801,3678,1993,33,13
367901,3679,1989,27,16
367902,3679,1991,29,16
367903,3679,1993,31,16
368101,3681,1988,27,18
368102,3681,1989,28,18
368201,3682,1993,28,16
368202,3682,1995,30,16
368203,3682,2000,35,16
368701,3687,1992,31,16
368702,3687,1995,34,16
368801,3688,1987,23,16
368802,3688,1987,23,16
368803,3688,1990,26,16
368804,3688,1993,29,16
369101,3691,1986,24,12
369102,3691,1989,27,12
369103,3691,1993,31,12
369201,3692,1982,21,12
369202,3692,1983,22,12
369701,3697,1983,20,12
369702,3697,1984,21,12
369703,3697,1986,23,12
369704,3697,1993,30,12
369705,3697,2001,38,12
369801,3698,1981,21,12
369802,3698,1982,22,12
369803,3698,1983,22,12
369901,3699,1981,19,16
370301,3703,1975,16,10
370302,3703,1978,19,10
370303,3703,1980,21,10
370401,3704,1976,15,11
370402,3704,1983,23,11
370403,3704,1989,29,11
370501,3705,1976,16,14
370502,3705,1981,21,14
371101,3711,1989,29,16
371102,3711,1991,30,16
371103,3711,1992,31,16
371104,3711,1993,32,16
371105,3711,1994,33,16
371401,3714,1976,16,15
371402,3714,1978,18,15
371403,3714,1979,19,15
371501,3715,1981,22,12
371502,3715,1983,24,12
371503,3715,1985,26,12
371504,3715,1989,30,12
371701,3717,1978,15,16
371702,3717,1997,34,16
371801,3718,1981,18,15
371802,3718,1988,24,15
371803,3718,1989,25,15
371901,3719,1981,23,12
371902,3719,1983,25,12
371903,3719,1999,41,12
372001,3720,1984,26,12
372002,3720,1987,30,12
372601,3726,1979,18,14
372602,3726,1983,22,14
372603,3726,1990,29,14
372701,3727,1991,28,10
372702,3727,1995,32,10
372703,3727,1996,33,10
372801,3728,1979,20,12
372802,3728,1984,24,12
372803,3728,1986,26,12
372804,3728,1988,29,12
372901,3729,1980,18,12
372902,3729,1982,21,12
372903,3729,1989,28,12
372904,3729,1998,36,12
372905,3729,1998,36,12
373401,3734,1992,30,15
373402,3734,1994,31,15
373403,3734,1996,33,15
373501,3735,1993,28,12
373502,3735,1996,31,12
373503,3735,1998,33,12
373504,3735,1999,34,12
373601,3736,1990,31,12
373602,3736,1995,36,12
373701,3737,1997,35,12
373702,3737,1998,37,12
373703,3737,2003,42,12
373801,3738,1981,19,12
373901,3739,1992,32,13
373902,3739,1994,34,13
374001,3740,1985,24,12
374002,3740,1987,25,12
374101,3741,1988,25,12
374401,3744,1982,22,14
374601,3746,1983,22,13
374602,3746,1986,25,13
374603,3746,1989,28,13
375201,3752,1986,29,13
375301,3753,1979,18,12
375302,3753,1982,20,12
375303,3753,1984,22,12
375304,3753,1992,31,12
375601,3756,1983,20,12
375801,3758,1985,24,13
375901,3759,1983,21,14
375902,3759,1985,23,14
375903,3759,1990,28,14
376801,3768,1973,14,8
376802,3768,1975,16,8
376901,3769,1977,18,14
376902,3769,1978,20,14
376903,3769,1987,29,14
377001,3770,1984,23,12
377002,3770,1987,26,12
377101,3771,1992,27,18
377102,3771,1996,31,18
377103,3771,1997,32,18
377104,3771,1998,34,18
377201,3772,1985,24,12
377202,3772,1989,27,12
377203,3772,1992,30,12
377301,3773,1979,22,14
377302,3773,1985,28,14
377303,3773,1986,29,14
377401,3774,1980,20,9
377402,3774,1985,25,9
377901,3779,1976,19,18
377902,3779,1980,22,18
377903,3779,1984,27,18
377904,3779,1986,29,18
378101,3781,1990,30,16
378102,3781,1992,32,16
378301,3783,1992,28,16
378302,3783,1994,30,16
378401,3784,1979,18,12
378402,3784,1988,27,12
378601,3786,1991,32,14
378602,3786,1994,35,14
378701,3787,1980,23,16
378702,3787,1988,31,16
378703,3787,1988,31,16
378704,3787,1992,35,16
379001,3790,1986,26,12
379002,3790,1987,27,12
379101,3791,1979,21,16
379102,3791,1982,24,16
379103,3791,1995,37,16
379301,3793,1984,26,16
379302,3793,1990,32,16
379401,3794,1991,27,15
379402,3794,1994,30,15
379403,3794,1996,32,15
379701,3797,1987,23,14
379801,3798,1987,25,20
379802,3798,1988,26,20
379803,3798,1990,28,20
379804,3798,1992,30,20
379805,3798,1996,34,20
379901,3799,1994,34,17
379902,3799,1999,39,17
380001,3800,1992,29,19
380002,3800,1996,33,19
380201,3802,1990,31,13
380401,3804,1989,28,18
380402,3804,1990,29,18
380601,3806,1988,30,14
380602,3806,1990,32,14
380901,3809,2002,41,16
381201,3812,1989,29,18
381301,3813,1980,18,18
381302,3813,1983,20,18
381303,3813,1985,22,18
381304,3813,1986,24,18
381401,3814,1996,35,14
381701,3817,1996,39,19
381901,3819,1984,21,13
381902,3819,1987,25,13
381903,3819,1989,26,13
381904,3819,1991,28,13
382101,3821,1982,23,12
382102,3821,1984,25,12
382301,3823,1984,25,15
382302,3823,1986,27,15
382401,3824,1982,21,15
382402,3824,1983,22,15
382403,3824,1986,25,15
382601,3826,1984,21,12
383201,3832,1984,21,12
383501,3835,1984,24,13
383601,3836,1994,32,19
383602,3836,1995,33,19
383701,3837,1980,17,12
383702,3837,1984,21,12
383703,3837,1987,24,12
383901,3839,1981,22,9
383902,3839,1982,23,9
383903,3839,1988,29,9
384201,3842,1978,16,9
384202,3842,1981,20,9
384203,3842,1992,31,9
384301,3843,1989,30,12
384302,3843,1991,32,12
384601,3846,1995,31,14
384602,3846,1999,35,14
384901,3849,1992,30,14
385101,3851,1981,19,12
385102,3851,1985,23,12
385301,3853,1989,25,16
385302,3853,1990,27,16
385901,3859,1990,31,12
386401,3864,1987,29,16
387601,3876,2000,39,16
387701,3877,1984,23,20
387702,3877,1985,24,20
387703,3877,1988,28,20
387901,3879,1979,20,13
387902,3879,1982,22,13
388901,3889,1987,27,16
388902,3889,1992,31,16
389301,3893,1985,22,12
389302,3893,1988,25,12
389901,3899,1988,25,14
389902,3899,1990,28,14
389903,3899,1991,29,14
389904,3899,1995,32,14
390601,3906,1984,22,12
390602,3906,1989,27,12
390801,3908,1993,33,13
390802,3908,1994,35,13
391301,3913,1997,35,18
391302,3913,1999,38,18
391401,3914,1980,18,12
391402,3914,1981,20,12
391501,3915,1990,26,17
391502,3915,1996,32,17
391503,3915,2005,41,17
391801,3918,1997,33,20
391802,3918,1999,36,20
391901,3919,1985,21,14
391902,3919,1992,28,14
391903,3919,1993,30,14
392101,3921,1986,22,16
392102,3921,1990,27,16
392103,3921,1992,28,16
392201,3922,1983,23,16
392301,3923,1989,26,18
392302,3923,1991,28,18
392303,3923,1994,32,18
392304,3923,1999,37,18
392401,3924,1997,33,20
392402,3924,1997,33,20
392701,3927,1976,17,12
392801,3928,1980,20,14
392901,3929,1976,18,12
392902,3929,1989,31,12
393101,3931,1977,16,11
393102,3931,1977,16,11
393103,3931,1983,21,11
393104,3931,1983,21,11
393105,3931,1988,26,11
393401,3934,1979,18,12
393501,3935,1983,23,13
393502,3935,1989,30,13
393601,3936,1986,22,12
393602,3936,1988,25,12
394001,3940,1984,20,10
394401,3944,1977,15,14
394402,3944,1989,27,14
394501,3945,1991,28,10
394502,3945,1999,36,10
394801,3948,1974,15,11
394802,3948,1975,17,11
394803,3948,1981,23,11
394804,3948,1988,30,11
395201,3952,1982,25,16
395202,3952,1979,21,16
395301,3953,1983,23,16
395302,3953,1987,26,16
395303,3953,1991,31,16
395304,3953,1993,33,16
396001,3960,1992,28,14
396201,3962,1982,23,17
396202,3962,1983,24,17
396203,3962,1986,27,17
396204,3962,1989,31,17
396401,3964,1985,27,18
396402,3964,1987,28,18
396901,3969,1994,30,17
396902,3969,1999,35,17
397001,3970,1987,29,16
397002,3970,1990,32,16
397003,3970,1993,35,16
397201,3972,1987,27,17
397202,3972,1990,29,17
397203,3972,1992,32,17
397501,3975,1978,17,11
397502,3975,1979,18,11
397503,3975,1981,19,11
397504,3975,1984,23,11
397701,3977,1980,18,12
397702,3977,2008,45,12
397801,3978,1989,25,16
398201,3982,1979,20,12
398202,3982,1981,22,12
398203,3982,1985,26,12
398204,3982,1986,27,12
398301,3983,1985,23,12
398302,3983,1989,28,12
398601,3986,1978,21,12
398602,3986,1993,36,12
398801,3988,1979,20,12
398802,3988,1982,22,12
399101,3991,1982,20,11
399102,3991,1988,27,11
399201,3992,1973,16,13
399301,3993,1977,19,13
399302,3993,1978,20,13
399303,3993,1983,24,13
399501,3995,1979,17,14
399502,3995,1983,21,14
399503,3995,1985,23,14
399601,3996,1984,21,14
399602,3996,1989,26,14
399801,3998,1982,23,11
400101,4001,1990,28,14
400102,4001,1992,30,14
400201,4002,1990,26,18
400202,4002,1991,28,18
400301,4003,1977,17,9
400302,4003,1980,20,9
400501,4005,1980,20,14
400502,4005,1981,22,14
400503,4005,1983,23,14
400701,4007,1980,20,16
400702,4007,1985,25,16
401201,4012,1982,19,14
401202,4012,1984,21,14
401501,4015,1982,19,14
401502,4015,1985,22,14
401503,4015,1987,24,14
401601,4016,1975,17,13
401602,4016,1978,19,13
401901,4019,1989,27,17
401902,4019,1997,35,17
402101,4021,1982,18,18
402301,4023,1995,30,16
402302,4023,2001,36,16
402401,4024,1972,15,12
402402,4024,1977,19,12
402403,4024,1979,21,12
402601,4026,1993,30,13
402602,4026,1996,33,13
402603,4026,1998,36,13
402701,4027,1994,34,14
402702,4027,2000,40,14
402703,4027,2002,42,14
402704,4027,2002,42,14
402801,4028,1982,18,12
402802,4028,1984,20,12
402803,4028,1987,23,12
403301,4033,1996,37,16
403302,4033,1997,38,16
403501,4035,1993,31,13
403502,4035,1995,34,13
403701,4037,1988,24,15
403801,4038,1983,19,13
403802,4038,1986,22,13
404001,4040,1990,28,16
404002,4040,1995,33,16
404101,4041,1978,21,13
404102,4041,1980,22,13
404103,4041,1985,28,13
404501,4045,1981,19,16
404502,4045,1986,24,16
404503,4045,1991,29,16
404901,4049,1981,21,13
404902,4049,1983,23,13
404903,4049,1990,29,13
404904,4049,1992,31,13
405001,4050,1984,22,13
405002,4050,1989,27,13
405003,4050,1995,33,13
405101,4051,1984,21,13
405102,4051,1990,27,13
405103,4051,1992,29,13
405701,4057,1990,26,18
405702,4057,1994,30,18
405703,4057,1998,33,18
406001,4060,1983,25,15
406002,4060,1985,27,15
406501,4065,1989,25,12
406502,4065,1990,27,12
406503,4065,1997,33,12
406601,4066,1979,21,12
406602,4066,1980,23,12
407101,4071,2001,37,12
407401,4074,1994,30,19
407402,4074,1994,30,19
407403,4074,1994,30,19
407701,4077,1986,24,12
407702,4077,1995,33,12
407703,4077,1996,34,12
407801,4078,1991,26,12
407901,4079,1990,29,14
407902,4079,1996,35,14
408001,4080,1993,31,13
408002,4080,1996,33,13
408301,4083,1992,28,14
408401,4084,1981,23,20
408402,4084,1986,28,20
408403,4084,1988,30,20
408501,4085,1980,17,12
408901,4089,1979,19,12
408902,4089,1982,22,12
408903,4089,1984,24,12
409201,4092,2000,38,18
409401,4094,1995,32,18
409402,4094,2000,38,18
409501,4095,1993,29,19
409502,4095,1996,32,19
409503,4095,1998,34,19
409901,4099,1996,31,12
410301,4103,1985,27,12
410302,4103,1988,29,12
410501,4105,1977,19,12
410502,4105,1979,21,12
410801,4108,1989,28,16
410802,4108,1996,34,16
410901,4109,1994,30,14
410902,4109,1999,35,14
411001,4110,1985,23,12
411002,4110,1989,27,12
411201,4112,1982,22,12
411202,4112,1987,27,12
411203,4112,1989,29,12
411501,4115,1981,17,10
411502,4115,1988,23,10
412001,4120,1977,17,14
412002,4120,1980,19,14
412101,4121,1974,17,13
412102,4121,1977,20,13
412103,4121,1982,24,13
412301,4123,1985,21,13
412302,4123,1989,24,13
412303,4123,1990,26,13
413201,4132,1984,22,14
413202,4132,1986,24,14
413203,4132,1988,26,14
413204,4132,1992,30,14
413301,4133,1980,17,12
413302,4133,1981,18,12
413303,4133,1987,23,12
413601,4136,1975,17,9
413602,4136,1981,23,9
413603,4136,1985,26,9
414201,4142,1987,25,12
414501,4145,1991,28,12
414801,4148,1984,21,16
414802,4148,1986,23,16
414803,4148,2001,39,16
414901,4149,1975,16,12
414902,4149,1982,23,12
415001,4150,1990,27,14
415101,4151,1977,19,12
415102,4151,1980,21,12
415301,4153,1988,25,16
415302,4153,1991,28,16
415303,4153,2004,41,16
415401,4154,1981,17,14
415402,4154,1983,19,14
415403,4154,1999,35,14
415701,4157,1981,18,11
415702,4157,1984,21,11
415703,4157,1987,25,11
415704,4157,1990,28,11
416201,4162,1986,25,12
416202,4162,1991,31,12
416301,4163,1993,28,14
416701,4167,1984,20,8
416702,4167,1985,22,8
416901,4169,1997,37,12
417001,4170,1985,26,14
417002,4170,1987,28,14
417003,4170,1991,31,14
417501,4175,1982,20,12
417502,4175,1988,27,12
417601,4176,1997,33,15
417602,4176,1998,35,15
417701,4177,1979,17,8
417801,4178,1983,19,12
417802,4178,1992,27,12
417803,4178,1997,32,12
417901,4179,1975,17,16
417902,4179,1984,26,16
417903,4179,1987,29,16
418001,4180,1981,19,12
418002,4180,1985,24,12
418003,4180,1987,26,12
418004,4180,1990,28,12
418201,4182,1979,19,12
418202,4182,1981,21,12
418401,4184,1979,19,12
418402,4184,1981,20,12
418403,4184,1982,22,12
418404,4184,1986,26,12
418501,4185,1992,32,15
418502,4185,1996,35,15
418601,4186,1986,26,16
418602,4186,1989,29,16
418701,4187,1984,23,12
418702,4187,1990,28,12
419001,4190,1992,31,20
419002,4190,1993,32,20
419201,4192,1993,28,16
419202,4192,1997,32,16
419401,4194,1980,23,20
419402,4194,1983,26,20
419403,4194,1989,31,20
419501,4195,1985,20,15
419502,4195,1988,23,15
419503,4195,1993,28,15
419701,4197,1978,17,12
419702,4197,1979,19,12
419703,4197,1985,24,12
419801,4198,1985,21,14
419901,4199,1974,15,10
419902,4199,1976,17,10
419903,4199,1978,19,10
419904,4199,1980,20,10
419905,4199,1983,23,10
420001,4200,1989,29,15
420002,4200,1992,32,15
420301,4203,1984,22,14
420302,4203,1986,23,14
420303,4203,1987,24,14
420304,4203,1993,30,14
420305,4203,1994,31,14
