"C0000100","C0000200","C0005700","C0007000","C0053500","C0054100","C0055100","C0057500","C0058100","C0058700","C0059300","C0059900","C0060500","C0061100","C0061106","C0061112","C0061114","C0061116","C0061118","C0061120","C0061122","C0061124","C0061126","C0061128","C0061130","C0061132","C3602400","C3982400","C5526200","C5802500"
407703,4077,1996,34,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
407801,4078,1991,26,7,-7,10,-7,-7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
407901,4079,1990,29,11,-7,12,-7,-7,12,12,12,12,12,12,12,12,12,12,13,12,13,13,13,13,13,12,13,14,14
407902,4079,1996,35,11,-7,12,-7,-7,12,12,12,12,12,12,12,12,12,12,13,12,13,13,13,13,13,12,13,14,14
408001,4080,1993,31,10,11,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,12,-7,-7,-7,-7,-7,13,-7,-7,-7
408002,4080,1996,33,10,11,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,12,-7,-7,-7,-7,-7,13,-7,-7,-7
408301,4083,1992,28,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,12,14,14
408401,4084,1981,23,15,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,20,20,20
408402,4084,1986,28,15,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,20,20,20
408403,4084,1988,30,15,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,20,20,20
408501,4085,1980,17,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12
408901,4089,1979,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,12,12
408902,4089,1982,22,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,12,12
408903,4089,1984,24,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,10,12,12
409201,4092,2000,38,11,12,13,14,15,16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,18,18,18,18,18
409401,4094,1995,32,10,11,12,13,14,15,16,17,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
409402,4094,2000,38,10,11,12,13,14,15,16,17,18,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
409501,4095,1993,29,8,9,10,11,12,13,14,15,19,18,18,18,18,18,18,18,18,18,18,18,18,18,16,16,16,16
409502,4095,1996,32,8,9,10,11,12,13,14,15,19,18,18,18,18,18,18,18,18,18,18,18,18,18,16,16,16,16
409503,4095,1998,34,8,9,10,11,12,13,14,15,19,18,18,18,18,18,18,18,18,18,18,18,18,18,16,16,16,16
409901,4099,1996,31,8,9,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7
410301,4103,1985,27,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,12,12,12
410302,4103,1988,29,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,12,12,12
410501,4105,1977,19,12,12,12,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
410502,4105,1979,21,12,12,12,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
410801,4108,1989,28,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
410802,4108,1996,34,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
410901,4109,1994,30,9,10,11,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
410902,4109,1999,35,9,10,11,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
411001,4110,1985,23,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
411002,4110,1989,27,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
411201,4112,1982,22,12,12,12,12,12,-7,-7,12,-7,12,12,12,12,12,12,12,12,12,12,12,-7,12,12,12,12,12
411202,4112,1987,27,12,12,12,12,12,-7,-7,12,-7,12,12,12,12,12,12,12,12,12,12,12,-7,12,12,12,12,12
411203,4112,1989,29,12,12,12,12,12,-7,-7,12,-7,12,12,12,12,12,12,12,12,12,12,12,-7,12,12,12,12,12
411501,4115,1981,17,8,9,10,10,10,10,10,-7,-7,10,10,10,10,-7,10,10,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
411502,4115,1988,23,8,9,10,10,10,10,10,-7,-7,10,10,10,10,-7,10,10,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
412001,4120,1977,17,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,14,14,14,-7,14,14,14,14
412002,4120,1980,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,14,14,14,-7,14,14,14,14
412101,4121,1974,17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,12
412102,4121,1977,20,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,12
412103,4121,1982,24,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,12
412301,4123,1985,21,7,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13
412302,4123,1989,24,7,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13
412303,4123,1990,26,7,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13
413201,4132,1984,22,10,11,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,14,14,14,14,14,13,13,14,14
413202,4132,1986,24,10,11,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,14,14,14,14,14,13,13,14,14
413203,4132,1988,26,10,11,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,14,14,14,14,14,13,13,14,14
413204,4132,1992,30,10,11,12,12,12,12,12,12,12,13,13,13,14,14,14,14,14,14,14,14,14,14,13,13,14,14
413301,4133,1980,17,8,9,9,9,9,9,9,9,9,9,10,12,10,10,10,10,10,10,10,10,10,10,12,10,12,12
413302,4133,1981,18,8,9,9,9,9,9,9,9,9,9,10,12,10,10,10,10,10,10,10,10,10,10,12,10,12,12
413303,4133,1987,23,8,9,9,9,9,9,9,9,9,9,10,12,10,10,10,10,10,10,10,10,10,10,12,10,12,12
413601,4136,1975,17,8,8,8,8,-7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9
413602,4136,1981,23,8,8,8,8,-7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9
413603,4136,1985,26,8,8,8,8,-7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9
414201,4142,1987,25,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,-7,-7,-7
414501,4145,1991,28,9,10,11,12,12,12,12,12,-7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7
414801,4148,1984,21,10,11,12,13,13,15,13,13,13,13,13,13,13,14,14,14,14,14,16,16,16,16,16,16,16,16
414802,4148,1986,23,10,11,12,13,13,15,13,13,13,13,13,13,13,14,14,14,14,14,16,16,16,16,16,16,16,16
414803,4148,2001,39,10,11,12,13,13,15,13,13,13,13,13,13,13,14,14,14,14,14,16,16,16,16,16,16,16,16
414901,4149,1975,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
414902,4149,1982,23,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
415001,4150,1990,27,10,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,-7,13,-7,-7,-7,-7,13,13,14,-7
415101,4151,1977,19,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
415102,4151,1980,21,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
415301,4153,1988,25,9,10,11,12,13,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16
415302,4153,1991,28,9,10,11,12,13,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16
415303,4153,2004,41,9,10,11,12,13,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16
415401,4154,1981,17,8,9,10,10,10,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13
415402,4154,1983,19,8,9,10,10,10,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13
415403,4154,1999,35,8,9,10,10,10,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13
415701,4157,1981,18,11,11,11,11,11,11,11,11,11,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
415702,4157,1984,21,11,11,11,11,11,11,11,11,11,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
415703,4157,1987,25,11,11,11,11,11,11,11,11,11,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
415704,4157,1990,28,11,11,11,11,11,11,11,11,11,11,11,11,11,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
416201,4162,1986,25,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,12,-7,-7,-7,-7,-7,-7,-7
416202,4162,1991,31,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,12,-7,-7,-7,-7,-7,-7,-7
416301,4163,1993,28,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,12,12
416701,4167,1984,20,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8
416702,4167,1985,22,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8
416901,4169,1997,37,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7
417001,4170,1985,26,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
417002,4170,1987,28,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
417003,4170,1991,31,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
417501,4175,1982,20,10,11,12,12,12,12,12,12,12,-7,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,-7,12
417502,4175,1988,27,10,11,12,12,12,12,12,12,12,-7,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,-7,12
417601,4176,1997,33,9,10,11,12,12,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15
417602,4176,1998,35,9,10,11,12,12,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15
417701,4177,1979,17,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8
417801,4178,1983,19,6,7,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
417802,4178,1992,27,6,7,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
417803,4178,1997,32,6,7,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
417901,4179,1975,17,13,-7,13,13,12,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,12,12,16,16,16,16
417902,4179,1984,26,13,-7,13,13,12,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,12,12,16,16,16,16
417903,4179,1987,29,13,-7,13,13,12,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,12,12,16,16,16,16
418001,4180,1981,19,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
418002,4180,1985,24,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
418003,4180,1987,26,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
418004,4180,1990,28,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
418201,4182,1979,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,12,-7
418202,4182,1981,21,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,12,-7
418401,4184,1979,19,12,12,12,12,12,12,-7,12,12,-7,12,12,-7,12,12,-7,12,12,-7,-7,-7,12,-7,-7,-7,-7
418402,4184,1981,20,12,12,12,12,12,12,-7,12,12,-7,12,12,-7,12,12,-7,12,12,-7,-7,-7,12,-7,-7,-7,-7
418403,4184,1982,22,12,12,12,12,12,12,-7,12,12,-7,12,12,-7,12,12,-7,12,12,-7,-7,-7,12,-7,-7,-7,-7
418404,4184,1986,26,12,12,12,12,12,12,-7,12,12,-7,12,12,-7,12,12,-7,12,12,-7,-7,-7,12,-7,-7,-7,-7
418501,4185,1992,32,12,12,12,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,13,14,12,12,12,14,15,15,15
418502,4185,1996,35,12,12,12,12,12,12,12,12,12,-7,12,12,12,12,12,12,12,13,14,12,12,12,14,15,15,15
418601,4186,1986,26,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-7,-7,16,-7,-7
418602,4186,1989,29,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-7,-7,16,-7,-7
418701,4187,1984,23,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
418702,4187,1990,28,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
419001,4190,1992,31,11,12,13,14,16,16,16,16,19,-7,-7,-7,20,20,20,-7,-7,20,20,20,-7,-7,-7,-7,-7,20
419002,4190,1993,32,11,12,13,14,16,16,16,16,19,-7,-7,-7,20,20,20,-7,-7,20,20,20,-7,-7,-7,-7,-7,20
419201,4192,1993,28,8,9,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-7,16
419202,4192,1997,32,8,9,10,11,12,13,14,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-7,16
419401,4194,1980,23,12,12,12,13,13,13,13,13,13,13,12,13,14,15,14,15,16,19,16,20,20,20,18,20,20,20
419402,4194,1983,26,12,12,12,13,13,13,13,13,13,13,12,13,14,15,14,15,16,19,16,20,20,20,18,20,20,20
419403,4194,1989,31,12,12,12,13,13,13,13,13,13,13,12,13,14,15,14,15,16,19,16,20,20,20,18,20,20,20
419501,4195,1985,20,8,9,10,11,-7,-7,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,15,15
419502,4195,1988,23,8,9,10,11,-7,-7,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,15,15
419503,4195,1993,28,8,9,10,11,-7,-7,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,15,15
419701,4197,1978,17,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
419702,4197,1979,19,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
419703,4197,1985,24,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
419801,4198,1985,21,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,12,12,12
419901,4199,1974,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-7
419902,4199,1976,17,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-7
419903,4199,1978,19,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-7
419904,4199,1980,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-7
419905,4199,1983,23,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-7
420001,4200,1989,29,12,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,12,12,12
420002,4200,1992,32,12,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,12,12,12
420301,4203,1984,22,10,11,12,13,13,1,14,14,14,14,14,14,14,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7
420302,4203,1986,23,10,11,12,13,13,1,14,14,14,14,14,14,14,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7
420303,4203,1987,24,10,11,12,13,13,1,14,14,14,14,14,14,14,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7
420304,4203,1993,30,10,11,12,13,13,1,14,14,14,14,14,14,14,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7
420305,4203,1994,31,10,11,12,13,13,1,14,14,14,14,14,14,14,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7
420601,4206,1982,20,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
420602,4206,1988,25,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
420801,4208,1992,31,11,12,13,14,15,16,17,17,17,17,18,20,17,17,20,20,20,18,20,20,20,20,20,18,20,20
421001,4210,1979,15,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
421002,4210,1987,23,8,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
421201,4212,1984,20,8,9,10,11,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
421202,4212,1986,21,8,9,10,11,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
421203,4212,1987,22,8,9,10,11,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
421204,4212,1988,24,8,9,10,11,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
421205,4212,1999,34,8,9,10,11,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
421401,4214,1993,31,11,12,12,14,14,15,15,16,17,17,17,17,17,16,16,16,16,16,16,16,16,16,17,16,16,16
421402,4214,1995,33,11,12,12,14,14,15,15,16,17,17,17,17,17,16,16,16,16,16,16,16,16,16,17,16,16,16
421501,4215,1980,17,8,9,9,10,11,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,12,13,13
421801,4218,1986,24,11,-7,-7,-7,-7,-7,11,11,11,11,11,11,11,12,12,12,12,12,-7,12,12,12,12,12,12,12
421802,4218,1998,37,11,-7,-7,-7,-7,-7,11,11,11,11,11,11,11,12,12,12,12,12,-7,12,12,12,12,12,12,12
421901,4219,1981,19,11,12,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
422001,4220,1988,25,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12
422002,4220,1991,29,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12
422003,4220,1993,31,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,12,12,12,12
422301,4223,1997,33,8,9,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
422302,4223,2000,35,8,9,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
422401,4224,1989,32,15,17,17,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,17,19,19
422402,4224,1992,35,15,17,17,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,17,19,19
422701,4227,1993,31,11,12,13,14,15,16,16,16,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19
422702,4227,1996,34,11,12,13,14,15,16,16,16,16,17,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19
422801,4228,1978,19,9,9,9,9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,11,15,15
423101,4231,1984,20,8,9,10,11,12,12,12,12,12,12,12,13,12,12,12,12,13,13,13,13,14,14,15,15,15,15
423102,4231,1987,23,8,9,10,11,12,12,12,12,12,12,12,13,12,12,12,12,13,13,13,13,14,14,15,15,15,15
423103,4231,1991,26,8,9,10,11,12,12,12,12,12,12,12,13,12,12,12,12,13,13,13,13,14,14,15,15,15,15
423104,4231,1998,34,8,9,10,11,12,12,12,12,12,12,12,13,12,12,12,12,13,13,13,13,14,14,15,15,15,15
423201,4232,1979,19,12,12,12,12,12,12,12,12,12,14,14,15,16,17,17,17,17,17,17,17,17,17,16,16,16,16
423202,4232,1981,22,12,12,12,12,12,12,12,12,12,14,14,15,16,17,17,17,17,17,17,17,17,17,16,16,16,16
423203,4232,1982,23,12,12,12,12,12,12,12,12,12,14,14,15,16,17,17,17,17,17,17,17,17,17,16,16,16,16
423204,4232,1995,35,12,12,12,12,12,12,12,12,12,14,14,15,16,17,17,17,17,17,17,17,17,17,16,16,16,16
423601,4236,1980,23,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
423602,4236,1985,27,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
424601,4246,1982,21,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,15,15,15,15,13,14,15,15
424602,4246,1984,23,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,15,15,15,15,13,14,15,15
424603,4246,1989,28,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,15,15,15,15,13,14,15,15
424901,4249,1981,18,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
424902,4249,1987,24,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
425001,4250,1993,31,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,12,12,12,12
425002,4250,2000,38,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,12,12,12,12
425201,4252,1983,19,8,9,10,11,12,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
425202,4252,1991,27,8,9,10,11,12,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
425401,4254,1989,27,10,11,12,12,12,12,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,15,15,15
425402,4254,1992,29,10,11,12,12,12,12,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,15,15,15
425403,4254,1993,31,10,11,12,12,12,12,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,15,15,15
425601,4256,1980,21,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,-7,-7,-7,-7,-7
425602,4256,1982,23,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,-7,-7,-7,-7,-7
426201,4262,1972,14,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
426202,4262,1975,17,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
426203,4262,1984,26,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
426204,4262,1989,31,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
426501,4265,1978,17,11,12,12,12,12,12,12,-7,-7,-7,13,-7,13,-7,-7,-7,-7,-7,-7,-7,-7,12,13,12,12,13
426801,4268,1976,18,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
427001,4270,1976,16,11,12,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,14,12,12
427002,4270,1981,21,11,12,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,14,12,12
427003,4270,1987,27,11,12,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,14,12,12
427201,4272,1992,30,10,11,12,13,14,15,16,16,16,-7,-7,-7,16,16,16,16,-7,-7,-7,16,16,16,16,17,17,17
427202,4272,1997,35,10,11,12,13,14,15,16,16,16,-7,-7,-7,16,16,16,16,-7,-7,-7,16,16,16,16,17,17,17
427401,4274,1978,18,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,11,11
427402,4274,1979,20,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,11,11
427403,4274,1985,26,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,11,11
427501,4275,1981,18,9,10,10,10,10,10,10,10,10,10,10,10,-7,12,12,13,13,13,-7,13,-7,-7,12,9,13,13
427502,4275,1983,21,9,10,10,10,10,10,10,10,10,10,10,10,-7,12,12,13,13,13,-7,13,-7,-7,12,9,13,13
427701,4277,1976,16,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-7,-7,-7,11,-7,-7,-7,-7
427702,4277,1977,18,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-7,-7,-7,11,-7,-7,-7,-7
427703,4277,1978,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,-7,-7,-7,11,-7,-7,-7,-7
428001,4280,1978,19,12,12,12,13,14,14,16,16,15,15,15,16,15,15,15,15,-7,-7,-7,16,16,16,18,-7,18,-7
428002,4280,1980,20,12,12,12,13,14,14,16,16,15,15,15,16,15,15,15,15,-7,-7,-7,16,16,16,18,-7,18,-7
428101,4281,1981,23,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7
428201,4282,1981,18,8,9,10,10,12,12,12,10,13,13,13,13,13,13,11,11,11,13,13,13,14,14,14,14,15,15
428202,4282,1985,21,8,9,10,10,12,12,12,10,13,13,13,13,13,13,11,11,11,13,13,13,14,14,14,14,15,15
428203,4282,1990,26,8,9,10,10,12,12,12,10,13,13,13,13,13,13,11,11,11,13,13,13,14,14,14,14,15,15
428301,4283,1984,20,8,9,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7
428302,4283,1987,23,8,9,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,-7,-7,-7,-7,-7,-7,-7,-7
